analysis_id,stratum_1,stratum_2,stratum_3,stratum_4,stratum_5,count_value,min_value,max_value,avg_value,stdev_value,median_value,p10_value,p25_value,p75_value,p90_value
706,19007333,8532,,,,5,32,73,52.8,16.798809481627,53,32,41,65,73
706,19008572,8507,,,,53,3,34,21.0566037735849,9.66638723050062,23,6,14,29,33
706,19008572,8532,,,,53,1,54,20.5660377358491,10.7962055905024,23,5,10,27,33
706,19016749,8507,,,,3,11,62,36,25.5147016443461,35,11,11,62,62
706,19016749,8532,,,,13,0,75,24.8461538461538,24.7885933238326,17,3,6,36,71
706,19018935,8507,,,,79,47,102,66.5316455696203,13.7233055028317,63,50,55,79,86
706,19018935,8532,,,,58,48,103,68.948275862069,14.3886193012481,65,50,58,80,90
706,19019273,8507,,,,10,30,61,43.1,9.58528965539267,41,30,39,44,57
706,19019273,8532,,,,8,25,78,50.125,20.1170680908384,41,25,32,65,78
706,19019979,8507,,,,145,0,12,5.02068965517241,3.54430091351133,4,1,2,8,10
706,19019979,8532,,,,155,0,12,4.65806451612903,3.45554083514334,4,1,2,7,11
706,19023398,8507,,,,2,35,55,45,14.142135623731,35,35,35,55,55
706,19023398,8532,,,,1,13,13,13,,13,13,13,13,13
706,19023423,8532,,,,5,3,34,23.4,13.2778010227598,30,3,17,33,34
706,19057271,8532,,,,1,39,39,39,,39,39,39,39,39
706,19059056,8507,,,,947,0,42,4.64519535374868,5.97482258344606,3,1,1,5,12
706,19059056,8532,,,,980,0,59,4.50714285714286,6.14823276135873,2,1,1,5,11
706,19059528,8507,,,,1,60,60,60,,60,60,60,60,60
706,19059528,8532,,,,6,3,68,35.3333333333333,23.2780296989815,34,3,17,51,68
706,19073183,8507,,,,71,0,10,3.98591549295775,2.77999464411858,4,1,2,5,9
706,19073183,8532,,,,86,0,11,3.76744186046512,2.64207769670075,3,1,2,5,8
706,19073188,8507,,,,123,12,82,41.349593495935,18.1852866755722,41,16,27,54,67
706,19073188,8532,,,,117,13,99,40.5726495726496,20.2251619657281,39,17,23,49,71
706,19074679,8507,,,,27,0,53,11.7407407407407,12.2618626787808,12,0,1,14,31
706,19074679,8532,,,,15,0,63,25.8666666666667,21.0742451709144,16,6,8,50,57
706,19074841,8507,,,,31,13,80,31.1290322580645,16.3212375664018,30,15,16,41,52
706,19074841,8532,,,,27,12,69,30,16.7032930884901,25,13,16,43,60
706,19074843,8507,,,,35,0,12,4.28571428571429,3.42629476232261,3,1,1,6,10
706,19074843,8532,,,,45,0,10,3.37777777777778,2.07023152952963,3,1,2,5,6
706,19075001,8507,,,,64,0,89,32.25,25.2862971863582,27,3,9,51,73
706,19075001,8532,,,,55,2,80,31.8363636363636,22.2000697666268,32,4,15,47,63
706,19075601,8507,,,,204,17,108,61.0833333333333,17.5116545756537,61,39,50,73,84
706,19075601,8532,,,,111,23,104,58.7117117117117,19.1427115906657,57,36,43,77,86
706,19076374,8532,,,,1,71,71,71,,71,71,71,71,71
706,19077344,8507,,,,1,2,2,2,,2,2,2,2,2
706,19077344,8532,,,,5,7,52,34.4,18.8626615301235,43,7,23,47,52
706,19077572,8507,,,,39,51,96,74.3589743589744,9.03643845621766,75,60,72,79,85
706,19077572,8532,,,,44,49,90,74.3409090909091,8.88673739231195,75,65,71,80,83
706,19078219,8532,,,,4,5,30,14,11.1654228162962,8,5,5,13,30
706,19078461,8507,,,,622,12,103,38.7491961414791,18.6552274558652,38,15,22,52,65
706,19078461,8532,,,,658,12,103,40.080547112462,19.6167515701751,37,16,24,53,68
706,19078924,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
706,19078924,8532,,,,27,0,75,25.2962962962963,22.008415898705,17,3,7,37,65
706,19079524,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
706,19079524,8532,,,,29,0,75,27.3448275862069,22.9506860496104,17,3,8,39,68
706,19089061,8507,,,,1,33,33,33,,33,33,33,33,33
706,19089061,8532,,,,3,25,78,45.6666666666667,28.360771028541,34,25,25,78,78
706,19112599,8507,,,,31,0,5,3.09677419354839,1.68037374234975,4,1,2,5,5
706,19112599,8532,,,,41,1,5,2.58536585365854,1.39598728067446,2,1,1,4,5
706,19115351,8507,,,,34,0,63,15.7941176470588,17.6494130931086,11,0,2,14,51
706,19115351,8532,,,,25,0,55,20.52,17.4526024802415,14,1,6,36,45
706,19126352,8507,,,,143,0,108,54.1958041958042,21.3809375218559,56,23,38,70,81
706,19126352,8532,,,,49,3,104,47.8775510204082,26.2715250263643,49,6,28,69,81
706,19127904,8532,,,,5,19,27,23.8,3.27108544675922,25,19,22,26,27
706,19127922,8532,,,,13,18,37,25.1538461538462,4.94715665553042,25,21,22,28,30
706,19128009,8532,,,,6,22,26,23.8333333333333,1.60208197875972,24,22,22,25,26
706,19128022,8532,,,,253,14,29,17.5731225296443,2.96400176804243,17,14,15,19,21
706,19128065,8532,,,,605,14,33,16.8231404958678,2.62882519560281,16,14,15,18,20
706,19128263,8532,,,,7,21,33,26.8571428571429,4.56174569759471,25,21,23,32,33
706,19129144,8532,,,,10,22,42,26.6,5.87272414547873,24,22,23,28,28
706,19129655,8507,,,,215,0,65,4.68372093023256,7.23519856254914,3,1,1,5,9
706,19129655,8532,,,,217,0,65,4.84331797235023,7.82347867445945,3,1,2,5,8
706,19132304,8532,,,,7,26,48,31.4285714285714,7.52456295202902,29,26,28,32,48
706,19133679,8532,,,,3,20,40,32,10.5830052442584,36,20,20,40,40
706,19133768,8507,,,,52,10,103,60.0961538461538,17.8185402621513,60,38,49,71,81
706,19133768,8532,,,,12,33,83,64.0833333333333,14.2347738963001,62,54,55,70,82
706,19133873,8507,,,,604,0,18,7.12582781456954,4.54249094917877,7,1,3,11,13
706,19133873,8532,,,,668,0,18,7.0374251497006,4.5551862416413,6,1,3,11,13
706,19133905,8507,,,,444,18,96,38.4436936936937,14.1720795314084,37,22,27,47,58
706,19133905,8532,,,,412,18,103,38.3398058252427,15.5770143206163,35,21,26,47,59
706,19134077,8507,,,,4,19,69,33.25,23.8938625313419,22,19,19,23,69
706,19134077,8532,,,,7,19,54,33.5714285714286,12.7260512710102,35,19,22,45,54
706,35605482,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
706,35605482,8532,,,,29,0,75,27.3448275862069,22.9506860496104,17,3,8,39,68
706,35605858,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
706,35605858,8532,,,,29,0,75,27.3448275862069,22.9506860496104,17,3,8,39,68
706,40162522,8507,,,,157,12,89,34.0063694267516,18.7348218276537,31,14,17,46,64
706,40162522,8532,,,,155,12,102,37.3935483870968,21.9534622226417,32,14,18,52,71
706,40163554,8507,,,,79,47,102,66.5316455696203,13.7233055028317,63,50,55,79,86
706,40163554,8532,,,,58,48,103,68.948275862069,14.3886193012481,65,50,58,80,90
706,40165015,8507,,,,171,12,91,36.5438596491228,19.4047327539127,33,14,19,50,68
706,40165015,8532,,,,196,12,83,37.280612244898,18.8920776132831,36,14,20,50,67
706,40169216,8507,,,,48,2,36,4.70833333333333,6.84154497088578,3,2,2,4,4
706,40169216,8532,,,,53,2,32,3.94339622641509,4.62607615064041,3,2,3,4,4
706,40169281,8507,,,,48,24,82,41.6666666666667,14.2206522478616,40,25,30,50,64
706,40169281,8532,,,,71,24,74,44.5492957746479,12.4105815823138,42,29,37,53,64
706,40171902,8507,,,,79,47,102,66.7088607594937,13.6889923012599,64,50,55,79,86
706,40171902,8532,,,,58,48,103,69.3448275862069,14.2737050896849,66,50,59,80,90
706,40173590,8507,,,,41,60,91,67.8780487804878,10.1592202504701,61,60,60,71,80
706,40173590,8532,,,,88,60,91,70.0113636363636,10.9444725125925,70,60,60,80,90
706,40174880,8507,,,,5,50,73,65,8.74642784226795,67,50,67,68,73
706,40174880,8532,,,,26,53,74,62.3076923076923,7.63030395603861,59,54,55,70,72
706,40213160,8507,,,,1059,0,8,1.02927289896128,1.86300480405605,0,0,0,1,4
706,40213160,8532,,,,1081,0,8,0.86308973172988,1.63857924013458,0,0,0,1,3
706,40213180,8507,,,,25,19,25,22.48,1.12249721603218,22,22,22,23,24
706,40213180,8532,,,,22,19,25,22.5,1.1852265204432,22,22,22,23,23
706,40213198,8507,,,,229,65,69,65.7903930131004,0.999865922215128,66,65,65,66,67
706,40213198,8532,,,,224,65,69,65.7366071428571,0.916857132775791,66,65,65,66,67
706,40213201,8507,,,,361,66,70,66.5152354570637,0.619511915826012,66,66,66,67,67
706,40213201,8532,,,,353,66,70,66.5155807365439,0.593918770150394,66,66,66,67,67
706,40213227,8507,,,,1305,21,83,37.1708812260536,13.9450304902195,33,22,23,43,53
706,40213227,8532,,,,1355,21,84,37.4693726937269,15.0996561281922,33,22,23,43,61
706,40213251,8507,,,,140,1,8,4.85,2.29458229612038,5,1,3,7,8
706,40213251,8532,,,,161,1,8,5,2.13600093632938,5,2,3,7,8
706,40213260,8507,,,,563,50,55,50.5470692717584,1.08491981458985,50,50,50,51,52
706,40213260,8532,,,,577,50,55,50.6741767764298,1.10926122966607,50,50,50,51,52
706,40213296,8507,,,,843,40,45,40.6797153024911,0.991366011966529,40,40,40,41,42
706,40213296,8532,,,,894,40,45,40.7874720357942,1.09443245750131,40,40,40,41,42
706,40213306,8507,,,,763,20,25,22.2463958060288,0.729647371475802,22,22,22,23,23
706,40213306,8532,,,,797,20,25,22.2634880803011,0.693352774038793,22,22,22,23,23
706,40213314,8507,,,,263,0,5,1.87072243346008,1.82184010947581,1,0,0,3,5
706,40213314,8532,,,,292,0,5,1.76027397260274,1.82688887147961,1,0,0,3,5
706,40220386,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
706,40220386,8532,,,,29,0,75,27.3448275862069,22.9506860496104,17,3,8,39,68
706,40220960,8507,,,,100,21,102,64.16,16.289502103744,62,45,52,73,88
706,40220960,8532,,,,93,23,98,59.5591397849462,19.9420150553894,57,32,43,79,84
706,40222846,8507,,,,17,57,97,75.0588235294118,9.18198363804967,74,62,73,79,86
706,40222846,8532,,,,24,50,91,74.5833333333333,9.42206783667155,75,58,71,79,86
706,40223768,8507,,,,5,77,86,80.8,3.42052627529741,80,77,79,82,86
706,40223768,8532,,,,9,53,81,71.3333333333333,11.4564392373896,77,53,62,80,81
706,40223774,8507,,,,8,48,87,75.875,12.005207203543,79,48,74,81,87
706,40223774,8532,,,,15,53,88,75.1333333333333,9.76777988129973,78,58,73,82,83
706,40223834,8507,,,,4,22,32,27.25,4.57347424467075,25,22,22,30,32
706,40223834,8532,,,,6,21,34,30,4.81663783151692,30,21,29,33,34
706,40224805,8532,,,,53,13,30,19.6981132075472,4.13049124318337,19,15,16,22,25
706,40228214,8507,,,,2,30,34,32,2.82842712474619,30,30,30,34,34
706,40228214,8532,,,,1,29,29,29,,29,29,29,29,29
706,40229134,8507,,,,696,0,102,25.2241379310345,18.515909335929,22,4,10,37,52
706,40229134,8532,,,,697,0,97,26.2496413199426,18.823689006965,23,5,10,39,52
706,40231925,8507,,,,147,12,84,33.6530612244898,19.5089207066937,30,13,16,45,67
706,40231925,8532,,,,159,12,85,33.8238993710692,19.4885667849532,30,13,17,47,68
706,40232448,8507,,,,48,0,30,5.45833333333333,7.07094243721122,3,1,2,4,21
706,40232448,8532,,,,57,1,33,5.01754385964912,6.55332856556274,3,1,2,5,5
706,40236446,8507,,,,41,7,14,10.7073170731707,2.31564140616617,11,7,9,12,14
706,40236446,8532,,,,25,7,14,10.56,2.16178938227879,10,8,9,12,14
706,40236824,8507,,,,22,57,62,59.7727272727273,1.65994314824673,60,58,58,61,62
706,40236824,8532,,,,608,16,60,35.6644736842105,10.5835930834544,35,22,27,44,51
706,40243436,8507,,,,66,1,103,38.4848484848485,24.2266492963954,36,7,19,54,74
706,40243436,8532,,,,72,2,87,37.75,20.1534605423234,38,13,23,50,68
706,42707627,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
706,42707627,8532,,,,29,0,75,27.3448275862069,22.9506860496104,17,3,8,39,68
706,42902245,8532,,,,62,14,30,20.4032258064516,3.1646597590892,20,17,18,22,24
706,43012036,8507,,,,1,19,19,19,,19,19,19,19,19
706,43012036,8532,,,,2,25,33,29,5.65685424949238,25,25,25,33,33
706,43012433,8532,,,,5,20,38,28.6,8.29457654133109,24,20,24,37,38
706,43012754,8532,,,,27,14,29,22,4.64923484192664,22,16,17,26,29
706,44816277,8532,,,,3,19,24,21.3333333333333,2.51661147842358,21,19,19,24,24
706,45892894,8507,,,,15,52,88,76.0666666666667,8.74615561805517,78,66,71,82,83
706,45892894,8532,,,,11,52,91,76,10.3344085462111,77,69,70,83,84
706,46233710,8507,,,,30,13,64,23.9,12.0239703122124,18,13,16,28,34
706,46233710,8532,,,,31,12,59,27.1935483870968,14.7657697730002,23,13,14,38,50
706,46233988,8507,,,,193,0,12,3.00518134715026,2.30826731853504,2,1,1,4,6
706,46233988,8532,,,,205,0,12,2.8,2.20160369356735,2,1,1,4,5
706,46275444,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
706,46275444,8532,,,,29,0,75,27.3448275862069,22.9506860496104,17,3,8,39,68
706,46275916,8507,,,,66,1,103,38.4848484848485,24.2266492963954,36,7,19,54,74
706,46275916,8532,,,,72,2,87,37.75,20.1534605423234,38,13,23,50,68
2000706,0.21,,,,,1,,,,,,,,,
715,40228214,,,,,3,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19019979,,,,,381,14,90,26.7637795275590551,22.9075223313607249,14,14,14,28,60
715,40174880,,,,,31,0,0,0.00000000000000000000,0,0,0,0,0,0
715,836659,,,,,10,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19133768,,,,,71,0,1,0.01408450704225352113,0.11867816581938533284,0,0,0,0,0
715,1150771,,,,,26,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19019273,,,,,18,0,1740,745.7777777777777778,776.310092345272,14,0,0,1500,1680
715,19128009,,,,,6,110,360,318.3333333333333333,102.062072615966,360,110,360,360,360
715,19134077,,,,,27,14,21,17.6296296296296296,3.5642255405212089,21,14,14,21,21
715,19057271,,,,,1,0,0,0.00000000000000000000,,0,0,0,0,0
715,920334,,,,,125,7,7,7.0000000000000000,0,7,7,7,7,7
715,1594382,,,,,29,0,0,0.00000000000000000000,0,0,0,0,0,0
715,40213314,,,,,1413,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19016749,,,,,16,0,0,0.00000000000000000000,0,0,0,0,0,0
715,1150837,,,,,7,0,0,0.00000000000000000000,0,0,0,0,0,0
715,40232448,,,,,105,0,0,0.00000000000000000000,0,0,0,0,0,0
715,40222846,,,,,41,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19133905,,,,,1087,0,13,10.0892364305427783,2.0684297266981386,10,7,8,12,13
715,43012433,,,,,6,360,360,360.0000000000000000,0,360,360,360,360,360
715,19078461,,,,,1767,0,90,30.5953593661573288,21.0481796711032847,21,14,14,35,60
715,782047,,,,,27,0,0,0.00000000000000000000,0,0,0,0,0,0
715,40213227,,,,,7430,0,0,0.00000000000000000000,0,0,0,0,0,0
715,40213198,,,,,453,0,0,0.00000000000000000000,0,0,0,0,0,0
715,46275444,,,,,35,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19075601,,,,,357,0,7917,548.2436974789915966,1440.099009352083,0,0,0,0,2184
715,40171902,,,,,137,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19128022,,,,,449,254,360,359.6859688195991091,5.2645889142957413,360,360,360,360,360
715,19018935,,,,,137,0,0,0.00000000000000000000,0,0,0,0,0,0
715,40223768,,,,,14,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19127904,,,,,6,360,360,360.0000000000000000,0,360,360,360,360,360
715,19078219,,,,,4,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19074679,,,,,57,0,3440,216.3157894736842105,455.816502784318,161,0,98,203,245
715,40223834,,,,,10,0,0,0.00000000000000000000,0,0,0,0,0,0
715,40213201,,,,,714,0,0,0.00000000000000000000,0,0,0,0,0,0
715,35605858,,,,,35,0,1,0.17142857142857142857,0.38238526043109713879,0,0,0,0,1
715,19006318,,,,,1142,5,35,14.4649737302977233,2.7793685480771052,14,14,14,14,14
715,40213296,,,,,3211,0,0,0.00000000000000000000,0,0,0,0,0,0
715,1107882,,,,,8,0,0,0.00000000000000000000,0,0,0,0,0,0
715,964261,,,,,16,0,0,0.00000000000000000000,0,0,0,0,0,0
715,46275916,,,,,142,0,1,0.00704225352112676056,0.08391813582966890811,0,0,0,0,0
715,19008572,,,,,175,0,1007,15.9200000000000000,75.9071150482122376,14,0,0,21,21
715,40173590,,,,,129,0,0,0.00000000000000000000,0,0,0,0,0,0
715,40213160,,,,,7977,0,0,0.00000000000000000000,0,0,0,0,0,0
715,40223774,,,,,23,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19127922,,,,,16,124,360,345.2500000000000000,59.0000000000000000,360,360,360,360,360
715,40243436,,,,,142,0,1,0.00704225352112676056,0.08391813582966890811,0,0,0,0,0
715,19076374,,,,,1,0,0,0.00000000000000000000,,0,0,0,0,0
715,40213260,,,,,2125,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19129144,,,,,12,360,360,360.0000000000000000,0,360,360,360,360,360
715,1154615,,,,,101,0,7362,1387.9504950495049505,2652.376151213239,0,0,0,0,6360
715,19075001,,,,,123,10,35,17.4390243902439024,7.1599367401081875,14,14,14,14,35
715,40213180,,,,,49,0,0,0.00000000000000000000,0,0,0,0,0,0
715,40165015,,,,,367,0,0,0.00000000000000000000,0,0,0,0,0,0
715,40169216,,,,,101,0,7362,1387.9504950495049505,2652.376151213239,0,0,0,0,6360
715,40163554,,,,,137,0,0,0.00000000000000000000,0,0,0,0,0,0
715,40236446,,,,,66,28,4025,1667.4090909090909091,1202.547769430486,1470,154,588,2565,3295
715,43012754,,,,,29,360,360,360.0000000000000000,0,360,360,360,360,360
715,44816277,,,,,3,360,360,360.0000000000000000,0,360,360,360,360,360
715,19007333,,,,,14,0,1740,1157.1428571428571429,645.974857470100,1350,0,1200,1560,1680
715,40236824,,,,,810,6,14,8.0790123456790123,2.5311271618323168,7,7,7,7,14
715,1367571,,,,,35,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19133679,,,,,4,360,360,360.0000000000000000,0,360,360,360,360,360
715,19074841,,,,,58,14,36,17.1724137931034483,6.4892297573221419,14,14,14,14,28
715,19059056,,,,,4380,10,90,25.3826484018264840,19.6839534309424032,14,14,14,28,60
715,19126352,,,,,209,0,20608,1792.8086124401913876,3901.524026893269,0,0,0,1981,6083
715,1545959,,,,,57,0,1,0.01754385964912280702,0.13245323570650438066,0,0,0,0,0
715,35605482,,,,,70,0,0,0.00000000000000000000,0,0,0,0,0,0
715,1118084,,,,,1800,0,0,0.00000000000000000000,0,0,0,0,0,0
715,1154029,,,,,8,0,0,0.00000000000000000000,0,0,0,0,0,0
715,40213306,,,,,1916,0,0,0.00000000000000000000,0,0,0,0,0,0
715,40220960,,,,,211,0,1,0.00473933649289099526,0.06884283908215142212,0,0,0,0,0
715,1124300,,,,,830,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19073183,,,,,205,11,28,14.0926829268292683,1.1141668486446914,14,14,14,14,14
715,920300,,,,,810,6,7,6.9987654320987654,0.03513641844631532589,7,7,7,7,7
715,1115171,,,,,1159,0,91,31.5461604831751510,21.7702574833888557,21,14,14,35,60
715,1127433,,,,,9365,0,100,17.5443673251468233,16.2458578014348847,14,7,7,14,30
715,19077344,,,,,6,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19023398,,,,,3,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19078924,,,,,33,0,0,0.00000000000000000000,0,0,0,0,0,0
715,40162522,,,,,312,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19089061,,,,,4,14,21,17.5000000000000000,4.0414518843273803,14,14,14,21,21
715,19077572,,,,,83,0,0,0.00000000000000000000,0,0,0,0,0,0
715,40224805,,,,,59,273,360,358.5254237288135593,11.3264352553316765,360,360,360,360,360
715,1519937,,,,,6,360,360,360.0000000000000000,0,360,360,360,360,360
715,40220386,,,,,35,0,0,0.00000000000000000000,0,0,0,0,0,0
715,1127078,,,,,2158,13,90,24.0134383688600556,19.5273379245534825,14,14,14,28,60
715,19132304,,,,,8,279,368,354.7500000000000000,30.6489337964168479,365,279,364,365,368
715,19129655,,,,,488,14,35,14.4057377049180328,2.4660586875756235,14,14,14,14,14
715,19059528,,,,,7,0,0,0.00000000000000000000,0,0,0,0,0,0
715,46233988,,,,,479,8,35,14.1064718162839248,1.3062209836376193,14,14,14,14,14
715,42902245,,,,,84,236,360,358.5238095238095238,13.5295091946315276,360,360,360,360,360
715,1310034,,,,,128,0,1,0.00781250000000000000,0.08838834764831844055,0,0,0,0,0
715,1539411,,,,,182,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19133873,,,,,1719,7,14,10.0168702734147760,1.9924932991579061,10,7,8,12,13
715,40169281,,,,,119,0,0,0.00000000000000000000,0,0,0,0,0,0
715,40229134,,,,,1993,0,14,10.5393878575012544,3.5138251086486582,14,7,7,14,14
715,1551192,,,,,161,0,0,0.00000000000000000000,0,0,0,0,0,0
715,45892894,,,,,26,0,0,0.00000000000000000000,0,0,0,0,0,0
715,43012036,,,,,3,0,0,0.00000000000000000000,0,0,0,0,0,0
715,42707627,,,,,35,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19112599,,,,,72,0,0,0.00000000000000000000,0,0,0,0,0,0
715,40213251,,,,,422,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19115351,,,,,91,0,1182,178.7142857142857143,158.190060490839,161,70,104,210,259
715,19128065,,,,,1056,79,360,359.0691287878787879,13.9623038063745850,360,360,360,360,360
715,1713671,,,,,3851,0,329,17.5084393663983381,19.3720408764702512,14,7,7,21,21
715,40231925,,,,,306,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19074843,,,,,87,13,35,14.6436781609195402,3.4841068105481793,14,14,14,14,14
715,1332419,,,,,179,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19023423,,,,,5,0,0,0.00000000000000000000,0,0,0,0,0,0
715,19079524,,,,,35,0,6,1.1142857142857143,1.4905867098212698,1,0,0,1,1
715,19128263,,,,,7,114,360,324.8571428571428571,92.9792603602698979,360,114,360,360,360
715,19073188,,,,,253,4,35,17.8063241106719368,7.1407365570419344,14,14,14,21,35
715,46233710,,,,,61,14,35,17.8032786885245902,6.9421890690932821,14,14,14,21,28
2000715,0.13,,,,,1,,,,,,,,,
716,40229134,,,,,1993,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40243436,,,,,142,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40228214,,,,,3,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1115171,,,,,1159,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40174880,,,,,31,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19074679,,,,,57,0,0,0.00000000000000000000,0,0,0,0,0,0
716,836659,,,,,10,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1150771,,,,,26,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1713671,,,,,3851,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19075001,,,,,123,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19057271,,,,,1,0,0,0.00000000000000000000,,0,0,0,0,0
716,46233988,,,,,479,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1594382,,,,,29,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40213314,,,,,1413,0,0,0.00000000000000000000,0,0,0,0,0,0
716,43012433,,,,,6,0,0,0.00000000000000000000,0,0,0,0,0,0
716,35605858,,,,,35,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40236446,,,,,66,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19016749,,,,,16,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1150837,,,,,7,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19128065,,,,,1056,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40232448,,,,,105,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19128022,,,,,449,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19133768,,,,,71,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40222846,,,,,41,0,0,0.00000000000000000000,0,0,0,0,0,0
716,782047,,,,,27,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40213227,,,,,7430,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40213198,,,,,453,0,0,0.00000000000000000000,0,0,0,0,0,0
716,46275444,,,,,35,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19019979,,,,,381,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40171902,,,,,137,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19018935,,,,,137,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40223768,,,,,14,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19073183,,,,,205,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19132304,,,,,8,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19078219,,,,,4,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1154615,,,,,101,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19078461,,,,,1767,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19134077,,,,,27,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40220960,,,,,211,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19079524,,,,,35,0,0,0.00000000000000000000,0,0,0,0,0,0
716,44816277,,,,,3,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40223834,,,,,10,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40224805,,,,,59,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19074843,,,,,87,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40213201,,,,,714,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19019273,,,,,18,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40213296,,,,,3211,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1107882,,,,,8,0,0,0.00000000000000000000,0,0,0,0,0,0
716,964261,,,,,16,0,0,0.00000000000000000000,0,0,0,0,0,0
716,920300,,,,,810,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40173590,,,,,129,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40213160,,,,,7977,0,0,0.00000000000000000000,0,0,0,0,0,0
716,42902245,,,,,84,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40223774,,,,,23,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19007333,,,,,14,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19074841,,,,,58,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19076374,,,,,1,0,0,0.00000000000000000000,,0,0,0,0,0
716,19075601,,,,,357,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40213260,,,,,2125,0,0,0.00000000000000000000,0,0,0,0,0,0
716,920334,,,,,125,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19008572,,,,,175,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19133679,,,,,4,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40165015,,,,,367,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40213180,,,,,49,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1519937,,,,,6,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40163554,,,,,137,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19129144,,,,,12,0,0,0.00000000000000000000,0,0,0,0,0,0
716,46275916,,,,,142,0,0,0.00000000000000000000,0,0,0,0,0,0
